Rank,Handle,Codeforces_Handle,Codeforces_Rating,GFG_Handle,GFG_Contest_Score,GFG_Practice_Score,Leetcode_Handle,Leetcode_Rating,Codechef_Handle,Codechef_Rating,HackerRank_Handle,HackerRank_Practice_Score,Percentile
610,22r05a6704,,0,,0,0,,0,cmr_22r05a6704,1020,,0,6.41%
611,21r01a7222,cmrit25_21r01a7222,0,21r01a7222,0,0,mounikad25,0,dmounika_22,923,21r01a7222,62,6.39%
612,21r01a04d0,cmr_21r01a04d0,0,,0,0,21r01a04d0,0,rajeshpatel04,983,21r01a04d0,22,6.39%
613,21r01a67b4,r01a67b4,0,21r01a67b4,0,0,pokalanandini2,0,r01a67b4,1015,pokalanandini2,0,6.38%
614,21r01a0565,cmrit25_21r01a0565,0,21r01a0565_lohitha,0,0,21r01a0565_lohitha,0,cmr_21r01a0565,977,21r01a0565,24,6.37%
615,21r01a6604,cmrit_21r01a6604,0,ranjeeth_123,0,0,21r01a6604,0,ranjeeth_123,997,21r01a6604,10,6.36%
616,21r01a04g5,cmrit_21r01a04g5,0,21r01a04g5,0,0,21r01a04g5,0,shoiab_786,945,21r01a04g5,40,6.32%
617,21r01a04m1,cmrit_21r01a04m1,0,21r01a04m1,0,11,21r01a04m1,0,shalini76,792,cmrit_21r01a04m1,107,6.3%
618,21r01a0430,cmrit_25_21r01a0430,0,21r01a0430,0,4,lahari_1234,0,laharika_30,781,21r01a0430,132,6.28%
619,21r01a05b2,purella_abhilash,0,21r01a16da,0,0,21r01a05b2,0,cmr_5b2,997,21r01a05b2,0,6.26%
620,22r05a0509,cmrit25_22r05a0509,0,22r05a0509,0,0,sruthi66,0,sruthi66,965,22r05a0509,20,6.25%
621,21r01a6607,,0,21r01a6607,0,0,21r01a6607,0,sri_21r01a6607,995,21r01a6607,0,6.25%
622,21r01a04m6,nithin4545,0,yadavnitqd2d,0,0,nithin4545,0,nithin4545,995,gollanithin,0,6.25%
623,21r01a7246,mekalasridhar,0,,0,0,mekalasridhar,0,sridhar46,991,21r01a7246,0,6.22%
624,21r01a0538,,0,21r01araze,0,8,,0,hansika33,906,21r01a0538,30,6.2%
625,21r01a7239,,0,,0,0,,0,siri_sanjana,859,21r01a7239,83,6.19%
626,21r01a66e3,,0,21r01az3lh,0,4,21r01a66e3,0,meghana_2309,851,21r01a66e3,75,6.18%
627,21r01a67j4,cmrit2025_21r01a67j4,0,21r01a67j4,0,0,21r01a67j4,0,nanda_2403,731,21r01a67j4,164,6.17%
628,21r01a0496,cmrit25_21r01a0496,0,21r01a0496,0,0,anil496,0,anil21r01a0496,754,21r01a0496,145,6.13%
629,21r01a04m9,cmrit25_21r01a04m9,0,21r01a7xgj,0,6,21r01a04m9_cmrit,0,glavanya,840,21r01a04m9,70,6.11%
630,21r01a66c2,,0,21r01a2kn7,0,0,shivani_47,0,shivani_47,950,shivani_47,15,6.11%
631,22r05a6714,22r05a6714,0,,0,0,,0,aravindpuli,969,,0,6.09%
632,21r01a7201,cmrit25_21r01a7201,0,,0,0,21r01a7201,0,aharshitha_31,798,21r01a7201,109,6.06%
633,21r01a0532,,0,21r01a0532,0,12,21r01a0532,0,cmr_21r01a0532,889,21r01a0532,15,6.06%
634,21r01a05g2,cmrit25_21r01ao5g2,0,21r01ako2r,0,15,sumith12,0,sumith12,859,21r01a05g2,25,6.05%
635,21r01a6745,cmrit25_21r01a6745,0,,0,0,,0,sanjana81,962,,0,6.04%
636,21r01a7264,,0,21r01a7264,0,5,,0,rahul_1508,924,21r01a7264,10,6.04%
637,21r01a6708,,0,,0,0,,0,srinika_08,959,,0,6.02%
638,21r01a7361,,0,21r01aq0so,0,6,turpatipranit,0,p21r01a7361,779,21r01a7361,95,5.97%
639,21r01a0479,,0,,0,0,cmr_21r01a0479,0,cmr_21r01a0479,945,cmr_21r01a0479,0,5.94%
640,22r05a7206,cmrit25_22r05a7206,0,22r05ak3up,0,0,22r05a7206,0,r05a7206,891,22r05a7206,35,5.93%
641,21r01a6705,banothulaxmipathibalaji,0,balaji,0,0,,0,balaji_54,880,21r01a7205,42,5.93%
642,21r01a05q0,s_5q0,0,21r01a05q0,0,0,21r01a05q0,0,sai5q0,942,21r01a05q0,0,5.92%
643,21r01a7261,,0,,0,0,,0,cmr21r01a7261,938,,0,5.89%
644,21r01a05f7,,0,kaushik5f7,0,0,kaushik5f7,0,kaushik5f7,937,kaushik5f7,0,5.89%
645,21r01a04j8,cmrit25_21r01a04j8,0,21r01acwpw,0,0,21r01a04j8,0,nikhil_j8,936,nikhil_4j8,0,5.88%
646,21r01a05l1,,0,21r01a05l1cmrit,0,0,21r01a05l1cmrit,0,selveenagrace0,913,21r01a05l1cmrit,15,5.88%
647,21r01a66f8,cmrit25_21r01a66f8,0,21r01az5i6,0,0,21r01a66f8,0,keerthi24h,784,21r01a66f8,98,5.87%
648,21r01a7218,,0,srisrivastav863,0,4,srivastav_4327,0,cmr_21r01a7218,874,21r01a7218_cmr,27,5.86%
649,21r01a6663,,0,rakeshvooradi,0,1,rakesh4100,0,rakesh4100,922,21r01a6663,0,5.82%
650,21r01a04d6,,0,,0,0,,0,sushmitha2k23,841,21r01a04d6,55,5.81%
651,21r01a67a9,raghava_04,0,,0,0,raghava_04,0,raghava_04,924,21r01a67a9,0,5.8%
652,21r01a6778,,0,21r01a6778,0,0,21r01a6778,0,dhari2003,911,21r01a6778,5,5.77%
653,21r01a7227,,0,,0,0,,0,cmr_21r01a7227,912,prashanthkumar,0,5.73%
654,21r01a05k6,,0,21r01a05k6,0,1,21r01a05k6,0,cmr_21r01a05k6,894,21r01a05k6,0,5.64%
655,21r01a6768,21r01a6768,0,21r01a5k5x,0,0,shruthi_40,0,ballishruthi4,834,21r01a6768,40,5.62%
656,21r01a0522,,0,,0,0,,0,solomonsolo,894,,0,5.62%
657,21r01a04g1,,0,21r01a04g1,0,0,21r01a04g1,0,k21r01a04g1,816,21r01a04g1,45,5.56%
658,21r01a6789,cmrit_21r01a6789,0,21r01atc3f,0,0,21r01a6789,0,vijay_6789,880,,0,5.53%
659,21r01a0489,21r01a0489,0,21r01a0489,0,0,21r01a0489,0,cmr_21r01a0489,801,21r01a0489,50,5.51%
660,21r01a67a1,,0,21r01arlco,0,0,21r01a67a1,0,nikhi05,851,21r01a67a1,10,5.44%
661,21r01a05r0,,0,,0,0,21r01a05r0,0,cmr_21r01a05r0,863,,0,5.42%
662,21r01a0418,,0,jampuladinesh,0,0,jampuladinesh,0,dinesh_418,744,21r01a0418,70,5.35%
663,21r01a05b9,,0,21r01abng1,0,0,21r01a05b9,0,kiran5b9,803,21r01a05b9,20,5.24%
664,21r01a66h2,,0,21r01a66h2,0,5,21r01a66h2,0,cmr_21r01a66h2,808,21r01a66h2,0,5.21%
665,21r01a0517,,0,21r01aawgu,0,13,,0,maheshdasari,750,21r01a0517,15,5.21%
666,21r01a7244,,0,,0,0,,0,priyanka_12_03,761,21r01a7244,40,5.16%
667,21r01a6762,,0,21r01a6762,0,0,,0,s21r01a6762,804,21r01a6762,10,5.15%
668,21r01a04p8,,0,21r01aiyjw,0,0,21r01a04p8,0,nethimeghana,734,21r01a04p8,52,5.11%
669,21r01a7245,cmrit25_21r01a7245,0,,0,0,,0,nithisha_45,720,21r01a7245,60,5.1%
670,21r01a0464,21r01a0464,0,,0,0,bhumika464,0,bhumika36,659,21r01a0464,97,5.07%
671,21r01a7202,,0,abrar_waseem10,0,0,abrar_waseem10,0,abrarwaseem10,806,abrar_waseem10,0,5.06%
672,21r01a6721,,0,,0,0,,0,cmr_21r01a6721,796,gampaadithya,0,5%
673,21r01a04a6,,0,21r01a04a6,0,5,narasimha_4a6,0,narasimha4a6,768,,0,4.96%
674,21r01a7260,,0,,0,0,,0,telgadam_rahul,785,,0,4.93%
675,21r01a67b3,,0,21r01a67b3,0,0,21r01a67b3,0,cmr_21r01a67b3,741,21r01a67b3,25,4.89%
676,21r01a7237,,0,,0,0,,0,arunreddy26,761,21r01a7237,5,4.83%
677,21r01a04r9,cmrit25_21r01a04r9,0,21r01a04r9,0,0,21r01a04r9,0,p21r01a04r9,648,21r01a04r9,72,4.76%
678,21r01a66b2,,0,,0,0,,0,xenon0096,756,,0,4.75%
679,21r01a0568,,0,21r01amhbr,0,0,21r01a0568,0,deekshitha777,746,21r01a0568deekshitha,0,4.69%
680,21r01a7255,21r01a7255,0,,0,0,,0,sai_21r01a7255,694,21r01a7255,25,4.6%
681,21r01a04r7,,0,21r01ah779,0,0,cmrit_21r01a04r7,0,shiva4r7,676,21r01a04r7,30,4.53%
682,21r01a05n2,cmrit25-21r01a05n2,0,21r01a05n2,0,0,cmr_21r01a05n2,0,yashwanth5n2,665,21r01a05n2,5,4.23%
683,21r01a05b4,cmrit25_21r01a05b4,0,,0,0,,0,dheeraj_mithra,671,21r01a05b4,0,4.21%
684,21r01a04q2,21r01a04q2,0,21r01a04q2,0,0,s_21r01a04q2,0,s_21r01a04q2,670,,0,4.21%
685,21r01a04f0,cmrit25_21r01a04f0,0,21r01a04f0,0,0,pradeepthi1207,0,pradeepthi1207,612,21r01a04f0,30,4.13%
686,21r01a05q1,21r01a05q1,0,21r01a05q1,0,0,21r01a05q1,0,manish5q1,657,21r01a05q1,0,4.13%
687,22r05a0412,cmrit25_22r05a0412,0,,0,0,,0,mounika_90,608,22r05a0412,30,4.11%
688,21r01a05d5,,0,,0,0,21r01a05d5,0,keerthana1017,631,21r01a05d5,5,4.01%
689,21r01a0474,,0,21r01a2ifz,0,0,arvind_412,0,arvind412,626,,0,3.93%
690,21r01a05n1,,0,,0,0,rahul05n1,0,rahul05n1,626,rahul05n1,0,3.93%
691,21r01a6645,,0,,0,0,,0,cmr21r01a6645,623,,0,3.91%
692,21r01a05g3,cmrit25_21r01a05g3,0,21r01a05g3,30,15,21r01a05g3,0,21r01a05g3,0,21r01a05g3,53,2.56%
693,21r01a6616,,0,21r01ackt3,0,2,21r01a6616,0,?saiteja630,0,21r01a6616,258,2.53%
694,21r01a05f4,21r01a05f4,0,21r01a05f4,30,2,21r01a05f4,0,cmrit25_21r01a05f4,0,21r01a05f4,56,2.23%
695,21r01a6655,21r01a6655,0,21r01aoqdn,0,25,21r01a6655,0,sahil216655,0,21r01a6655,97,1.62%
696,22r05a0513,,0,22r05a0513,0,19,22r05a0513,0,saichandra513,0,22r05a0513,60,1.1%
697,21r01a0454,sanjay,0,,0,0,,0,,0,21r01a0454,100,0.96%
698,21r01a6679,,0,,0,0,,0,,0,21r01a6679,95,0.91%
699,21r01a66k0,,0,,0,0,,0,yamini_1101,0,21r01a66k0,95,0.91%
700,21r01a0488,21r01a0488,0,21r01a0488,0,0,21r01a0488,0,21r01a0488,0,21r01a0488,95,0.91%
701,21r01a04e0,,0,21r01a04e0,0,0,pavithra,0,21r01a04e0,0,21r01a04e0,92,0.88%
702,21r01a66a4,cmrit25_21r01a66a4,0,21r01a0pqr,0,4,sai_pratheeka_,0,pratheekaa4,0,21r01a66a4,72,0.8%
703,21r01a04b8,,0,21r01a04b8,10,0,21r01a04b8,0,21r01a04b8,0,21r01a04b8,25,0.79%
704,21r01a0452,cmrit25_21r01a0452,0,21r01a0452,0,0,21r01a0452,0,cmr_21r01a0452,0,21r01a0452,78,0.75%
705,21r01a04q4,cmrit25_21r01a04q4,0,ponnasri10kn,0,0,lc21r01a04q4,0,s21r01a04q4,0,21r01a04q4,77,0.74%
706,21r01a66d2,,0,,0,0,,0,,0,21r01a66d2,75,0.72%
707,21r01a04d1,,0,,0,0,rasagna_123,0,21r01a04d1,0,21r01a04d1,75,0.72%
708,21r01a66k4,,0,21r01a66k4,0,0,,0,srija_66,0,21r01a66k4,75,0.72%
709,21r01a7351,,0,,0,0,,0,,0,21r01a7351,74,0.71%
710,21r01a67h3,,0,21r01a67h3,10,0,21r01a67h3,0,,0,21r01a67h3,15,0.69%
711,21r01a66h7,,0,,0,0,,0,,0,21r01a66h7,70,0.67%
712,21r01a7206,,0,21r01a7206,0,0,21r01a7206,0,p21r01a7206,0,21r01a7206,67,0.64%
713,21r01a04h8,,0,,0,0,,0,,0,21r01a04h8,67,0.64%
714,21r01a04k8,,0,,0,0,,0,,0,21r01a04k8,67,0.64%
715,21r01a04a7,saikumarreddy21r01a04a7,0,saikumarreddy,0,0,pvsaikumarreddy,0,pvsaikumarreddy,0,21r01a04a7,65,0.62%
716,21r01a04g9,cmrit2025_21r01a04g9,0,21r01ah3iu,0,0,21r01a04g9,0,cmr_21r01a04g9,0,21r01a04g9,65,0.62%
717,21r01a0445,,0,,0,0,,0,thribhuvan_123,0,21r01a0445,65,0.62%
718,21r01a05d1,21r01a05d1cmrit25,0,21r01a05d1,10,2,21r01a05d1,0,21r01a05d1,0,21r01a05d1,0,0.6%
719,21r01a04p5,,0,,0,0,,0,d21r01a04p5,0,21r01a04p5,62,0.6%
720,21r01a04r0,21r01a04r0,0,21r01a04r0,0,0,cmrit4r0,0,cmrit4r0,0,21r01a04r0,62,0.6%
721,22r05a0423,cmrit25_22r05a0423,0,22r05a0423,0,4,22r05a0423,0,,0,22r05a0423,49,0.58%
722,21r01a0409,21r01a0409,0,,0,0,,0,s798976804,0,21r01a0409,60,0.58%
723,21r01a04n4,cmrit_21r01a04n4,0,21r01a04n4,0,0,21r01a04n4,0,pavanjukuntla,0,21r01a04n4,60,0.58%
724,22r05a6612,,0,,0,0,,0,,0,22r05a6612,56,0.54%
725,21r01a0501,,0,,0,0,,0,,0,21r01a0501,55,0.53%
726,21r01a04m7,,0,,0,0,,0,,0,21r01a04m7,55,0.53%
727,21r01a04p7,cmrit25_21r01a04p7,0,,0,0,21r01a04p7,0,n21r01a04p7,0,21r01a04p7,55,0.53%
728,21r01a66d0,,0,,0,0,,0,,0,21r01a66d0,55,0.53%
729,22r05a0422,cmrit25_22ro5a0422,0,,0,0,,0,,0,22r05a0422,55,0.53%
730,21r01a04n9,cmrit25_21r01a04n9,0,,0,0,21r01a04n9,0,21r01a04n9,0,21r01a04n9,51,0.49%
731,21r01a66j5,,0,21r01ah8qh,0,0,satla_varshini,0,varshini_123,0,21r01a66j5,50,0.48%
732,21r01a0442,21r01a0442,0,21r01a0442,0,0,21r01a0442,0,cmr_21r01a0442,0,21r01a0442,50,0.48%
733,21r01a67h2,,0,21r01a67h2,0,0,21r01a67h2,0,cmr_21r01a67h2,0,21r01a67h2,47,0.45%
734,21r01a0470,,0,21r01a0470,0,0,,0,21r01a0470,0,21r01a0470,47,0.45%
735,22r05a0426,,0,,0,0,,0,,0,22r05a0426,47,0.45%
736,21r01a04n3,,0,,0,0,jaligam,0,,0,21r01a04n3,47,0.45%
737,21r01a0443,udaykiran,0,21r01a0443,0,0,udaykiran,0,21r01a0443,0,21r01a0443,46,0.44%
738,22r05a0525,,0,22r05a0525,0,16,22r05a0525,0,cmr22r05a0525,0,,0,0.44%
739,22r05a6705,,0,dharavathshekar,0,16,dharavathshekar,0,dharavathshekar,0,,0,0.44%
740,21r01a0597,21r01a0597,0,21r01a0597,0,0,vamshi_yadav2727,0,vamshiyadav07,0,21r01a0597,45,0.43%
741,21r01a04p9,cmrit25_21r01a04p9,0,21r01a04p9,0,0,21r01a04p9,0,cmrit25_21r01a04p9,0,21r01a04p9,45,0.43%
742,21r01a04c0,,0,21r01a04c0,0,0,21r01a04c0,0,21r01a04c0,0,21r01a04c0,45,0.43%
743,21r01a0438,21r01a0438,0,21r01a0438,0,0,21r01a0438,0,21r01a0438,0,21r01a0438,42,0.4%
744,21r01a05g1,cmrit25-21r01a05g1,0,21r01a05g1,0,7,geetha75,0,21r01a05g1,0,21r01a05g1,20,0.38%
745,21r01a0579,,0,21r01azt73,0,14,21r01a0579,0,akshith579,0,darlaakshith21r01a0579,0,0.38%
746,21r01a04r8,cmrit_21r01a04r8,0,,0,0,likitha_r8,0,likitha_r8,0,21r01a04r8,37,0.36%
747,21r01a0465,cmrit25_21r01a0465,0,21r01a0465,0,0,21r01a0465,0,21r01a0465,0,21r01a0465,35,0.34%
748,21r01a04n6,guru98,0,,0,0,21r01a04n6-cmrit25,0,guru98,0,21r01a04n6,35,0.34%
749,21r01a04r2,,0,21r01a04r2,0,0,21r01a04r2,0,21r01a04r2,0,21r01a04r2,35,0.34%
750,21r01a04a3,,0,nithin,0,0,nithin,0,nithin,0,21r01a04a3,30,0.29%
751,21r01a04q6,cmrit25_21r01a04q6,0,,0,0,rishitha_27,0,rishitha_27,0,21r01a04q6,30,0.29%
752,21r01a66h4,,0,,0,0,shivateja_54,0,shiva54,0,21r01a66h4,30,0.29%
753,21r01a0503,,0,21r01a3qwb,0,0,21r01a0503,0,hrithik55,0,21r01a0503,30,0.29%
754,21r01a7325,,0,,0,0,21r01a7325,0,cmr_21r01a7325,0,21r01a7325,30,0.29%
755,21r01a05n6,,0,21r01a05n6,0,2,21r01a05n6,0,cmr_21r01a05n6,0,21r01a05n6,20,0.25%
756,21r01a04q5,,0,21r01aciqg,0,0,21r01a04q5,0,c21r01a04q5,0,21r01a04q5,25,0.24%
757,21r01a04h2,21r01a04h2,0,gowtham_h2,0,0,21r01a04h2,0,gowtham_h2,0,21r01a04h2,25,0.24%
758,21r01a0586,21r01a0586_shiva,0,21r01a0586,0,0,21r01a0586,0,21r01a0586,0,21r01a0586,24,0.23%
759,21r01a05q7,,0,21r01au8ud,0,3,21r01a05q7,0,ttanvi,0,21r01a05q7,15,0.23%
760,21r01a0584,,0,,0,0,,0,,0,21r01a0584,20,0.19%
761,21r01a66h3,,0,21r01a0x4f,0,0,cmrit_25_21r01a66h3,0,vyshnavi_1705,0,21r01a66h3,20,0.19%
762,21r01a0431,21r01a0431,0,narendharreddy431,0,0,narendharreddy431,0,narendharreddy431,0,21r01a0431,20,0.19%
763,21r01a0507,sairajballa,0,sairajb512y,0,0,21r01a0507,0,sairaj11,0,21r01a0507,15,0.14%
764,21r01a66j7,cmrit25_21r01a66j7,0,21r01ab7js,0,0,21r01a66j7,0,irfanshaik24,0,21r01a66j7,15,0.14%
765,21r01a67g4,21r01a67g4,0,,0,0,,0,rasagna_69,0,21r01a67g4,15,0.14%
766,21r01a05l2,cmrit25_21r01a05l2,0,21r01a2nbs,0,0,21r01a05l2,0,r01a05l2,0,21r01a05l2,15,0.14%
767,22r05a6615,,0,22r05ah2t0,0,0,,0,mounith_reddy,0,22r05a6615,15,0.14%
768,21r01a0515,cmrit2025_21r01a0515,0,21r01a7db5,0,0,ch.arunkumar,0,ch.arunkumar,0,21r01a0515,15,0.14%
769,21r01a0447,21r01a0447,0,ragula,0,0,ajay447,0,21r01a0447,0,21r01a0447,15,0.14%
770,21r01a04q9,21r01a04q9,0,,0,0,,0,,0,cmrit_21r01a04q9,15,0.14%
771,21r01a04m0,,0,21r01a04m0,0,0,21r01a04m0,0,21r01a04m0,0,21r01a04m0,14,0.13%
772,21r01a6624,,0,21r01a6624,0,1,21r01a6624,0,,0,21r01a6624,10,0.12%
773,21r01a04l1,,0,,0,0,rahul04l1,0,21r01a04l1,0,21r01a04l1,12,0.12%
774,21r01a6790,21r01a6790,0,21r01a6790,0,0,tagore,0,21r01a6790,0,21r01a6790,10,0.1%
775,21r01a05c7,,0,v_siddharth38,0,0,,0,,0,21r01a05c7,10,0.1%
776,21r01a04l0,,0,,0,0,,0,,0,21r01a04l0,10,0.1%
777,21r01a05n4,21r01a05n4,0,21r01a05n4,0,3,bhargavi,0,bhargavi,0,bhargavi,0,0.08%
778,21r01a04r1,,0,21r01a04r1,0,0,21r01a04r1,0,21r01a04r1,0,21r01a04r1,7,0.07%
779,21r01a0402,,0,,0,0,cmrit25_21r01a0402,0,,0,21r01a0402,7,0.07%
780,21r01a0450,,0,21r01a0450,0,0,21r01a0450,0,21r01a0450,0,21r01a0450,5,0.05%
781,21r01a6603,vamshi6603,0,21r01a6603,0,0,vamshi,0,vamshi6603,0,21r01a6603,5,0.05%
782,21r01a0404,,0,21r01a0404vipul,0,0,21r01a0404vipul,0,21r01a0404vipul,0,21r01a0404,5,0.05%
783,21r01a04b0,cmrit25_21r01a04b0,0,21r01aqt3k,0,0,21r01a04b0,0,kranthi_2612,0,21r01a04b0,5,0.05%
784,21r01a04c4,,0,21r01a04c4,0,0,21r01a04c4,0,cmr_21r01a04c4,0,21r01a04c4,5,0.05%
785,22r05a6607,,0,,0,0,jashwanth03,0,jashwanth_03,0,22r05a6607,5,0.05%
786,21r01a04l5,,0,21r01a04l5,0,0,,0,chandan,0,21r01a04l5,5,0.05%
787,21r01a0530,21r01a0530,0,21r01anoiv,0,0,21r01a0530,0,gnanavardhan,0,21r01a0530,5,0.05%
788,21r01a05f6,,0,21r01a05f6,0,0,21r01a05f6,0,cmr_21r01a05f6,0,21r01a05f6,5,0.05%
789,21r01a0468,,0,21r01a0468,0,0,chanti,0,21r01a0468,0,21r01a0468,5,0.05%
790,21r01a66d3,,0,21r01a62wc,0,1,,0,cmr_21r01a66d3,0,21r01a66d3,0,0.03%
791,21r01a7229,,0,,0,0,,0,,0,,0,0%
792,21r01a7235,cmrit25_21r01a7235,0,,0,0,,0,,0,,0,0%
793,21r01a7242,,0,,0,0,,0,,0,,0,0%
794,21r01a7248,,0,,0,0,,0,cmr21r01a7248,0,,0,0%
795,21r01a0535,21r01a0535,0,srishanth,0,0,srishanth,0,srishanth_18,0,,0,0%
796,21r01a0571,,0,,0,0,,0,,0,,0,0%
797,21r01a0580,cmrit25_21r01a0580,0,21r01ahaqd,0,0,21r01a0580,0,santhosh580,0,21r01a0580,0,0%
798,21r01a0588,,0,,0,0,,0,,0,,0,0%
799,21r01a0590,,0,,0,0,,0,,0,manikantacharan,0,0%
800,21r01a0598,,0,,0,0,,0,,0,priyanshraj15,0,0%
801,21r01a05a0,,0,21r01a05a0shadab01,0,0,21r01a05a0,0,21r01a05a0shadab01,0,21r01a05a0,0,0%
802,21r01a05c4,cmrit25_21r01a05c4,0,ribka_0230,0,0,ribka_0230,0,ribka_0230,0,ribka_0230,0,0%
803,21r01a05e4,,0,,0,0,,0,,0,,0,0%
804,21r01a05h9,,0,,0,0,,0,,0,,0,0%
805,21r01a05m3,,0,21r01a4b5o,0,0,21r01a05m3,0,gowthami_2003,0,21r01a05m3,0,0%
806,21r01a05p1,,0,,0,0,,0,,0,pavan,0,0%
807,21r01a05q8,,0,,0,0,,0,,0,,0,0%
808,21r01a05q9,21r01a05q9,0,cmrit25_21r01a05q9,0,0,,0,cmrit25_21r01a05q9,0,21r01a05q9,0,0%
809,22r05a0504,,0,22r05a0504,0,0,,0,22r05a0504,0,22r05a0504,0,0%
810,21r01a6608,,0,,0,0,,0,,0,,0,0%
811,21r01a6621,,0,,0,0,,0,,0,,0,0%
812,21r01a6626,,0,,0,0,,0,,0,,0,0%
813,21r01a6647,,0,,0,0,,0,,0,,0,0%
814,21r01a6653,,0,21r01a6653,0,0,,0,,0,,0,0%
815,21r01a6658,,0,,0,0,,0,,0,,0,0%
816,21r01a6661,,0,banni2261,0,0,banni2261,0,banni2261,0,banni2261,0,0%
817,21r01a6668,,0,,0,0,,0,,0,,0,0%
818,21r01a6674,,0,,0,0,,0,,0,,0,0%
819,21r01a6678,,0,,0,0,,0,,0,,0,0%
820,21r01a6691,,0,,0,0,,0,,0,,0,0%
821,21r01a6697,,0,,0,0,,0,,0,,0,0%
822,21r01a6698,,0,,0,0,,0,,0,,0,0%
823,21r01a66b4,,0,,0,0,,0,,0,,0,0%
824,21r01a66c1,,0,,0,0,,0,,0,,0,0%
825,21r01a66c8,,0,,0,0,,0,,0,,0,0%
826,21r01a66d1,,0,,0,0,,0,,0,,0,0%
827,21r01a66e6,,0,,0,0,,0,,0,,0,0%
828,21r01a66f0,,0,,0,0,,0,,0,,0,0%
829,21r01a66f1,,0,21r01a8ttj,0,0,21r01a66f1,0,r01a66f1,0,,0,0%
830,21r01a66f2,,0,,0,0,,0,,0,,0,0%
831,21r01a66f5,,0,,0,0,,0,,0,,0,0%
832,21r01a66g0,,0,,0,0,,0,21r01a66g0,0,,0,0%
833,21r01a66g2,,0,,0,0,,0,,0,,0,0%
834,21r01a66g3,,0,,0,0,,0,,0,,0,0%
835,21r01a66g5,,0,,0,0,,0,,0,,0,0%
836,21r01a66g9,,0,,0,0,,0,,0,,0,0%
837,21r01a66j1,,0,,0,0,,0,,0,,0,0%
838,21r01a66j4,,0,21r01aaq6n,0,0,,0,t21r01a66j4,0,,0,0%
839,21r01a66j8,umesh,0,umesh_1021,0,0,21r01a66j8,0,umesh_1021,0,umesh_1021,0,0%
840,21r01a66j9,,0,,0,0,,0,,0,,0,0%
841,21r01a66k3,,0,navya_0229,0,0,,0,navya_0229,0,navya_0229,0,0%
842,22r05a6609,,0,,0,0,,0,,0,,0,0%
843,22r05a6619,cmrit25_22r05a6619,0,,0,0,,0,,0,bhavika6619,0,0%
844,22r05a6620,,0,,0,0,,0,,0,,0,0%
845,21r01a7302,,0,,0,0,,0,,0,,0,0%
846,21r01a7306,,0,,0,0,,0,,0,,0,0%
847,21r01a7308,saketh08,0,21r01asaz1,0,0,saketh08,0,saketh08,0,21r01a7308,0,0%
848,21r01a7311,,0,,0,0,,0,,0,,0,0%
849,21r01a7318,,0,,0,0,,0,,0,,0,0%
850,21r01a7320,,0,21r01a7320,0,0,21r01a7320,0,21r01a7320,0,21r01a7320,0,0%
851,21r01a7327,,0,,0,0,,0,,0,,0,0%
852,21r01a7329,,0,,0,0,,0,,0,,0,0%
853,21r01a7332,,0,,0,0,,0,,0,,0,0%
854,21r01a7336,,0,,0,0,,0,,0,,0,0%
855,21r01a7340,,0,,0,0,,0,,0,jahnavi,0,0%
856,21r01a7352,,0,,0,0,,0,,0,,0,0%
857,21r01a7354,,0,,0,0,,0,,0,,0,0%
858,21r01a7364,,0,,0,0,,0,,0,,0,0%
859,22r05a7307,,0,,0,0,,0,,0,,0,0%
860,21r01a6707,21r01a6707,0,,0,0,vishn8868,0,,0,,0,0%
861,21r01a6710,,0,,0,0,,0,,0,,0,0%
862,21r01a6716,,0,,0,0,,0,,0,,0,0%
863,21r01a6773,,0,,0,0,,0,,0,,0,0%
864,21r01a6777,,0,,0,0,,0,,0,,0,0%
865,21r01a6781,,0,,0,0,,0,,0,,0,0%
866,21r01a6783,,0,,0,0,,0,,0,,0,0%
867,21r01a6784,cmrit25_21r01a6784,0,21r01a6784,0,0,21r01a6784,0,21r01a6784,0,21r01a6784,0,0%
868,21r01a6785,21r01a6785,0,,0,0,21r01a6785,0,m21r01a6785,0,21r01a6785,0,0%
869,21r01a6793,,0,,0,0,,0,,0,,0,0%
870,21r01a67a0,,0,,0,0,,0,,0,,0,0%
871,21r01a67c5,,0,,0,0,,0,,0,,0,0%
872,21r01a67c6,,0,,0,0,,0,,0,,0,0%
873,21r01a67d9,rakeshreddy11,0,,0,0,,0,,0,,0,0%
874,21r01a67f5,cmrit25_21r01a67f5,0,cmrit25_21r01a67f5,0,0,cmrit25_21r01a67f5,0,cmrit25_21r01a67f5,0,cmrit25_21r01a67f5,0,0%
875,21r01a67j8,,0,21r01amz9e,0,0,21r01a67j8,0,,0,telugugiridhar21r01a67j8,0,0%
876,22r05a6703,,0,,0,0,,0,,0,,0,0%
877,22r05a6711,,0,,0,0,,0,,0,,0,0%
878,21r01a0405,,0,,0,0,,0,,0,,0,0%
879,21r01a0406,,0,,0,0,nandini,0,nandini,0,nandini,0,0%
880,21r01a0423,,0,,0,0,,0,,0,,0,0%
881,21r01a0439,,0,,0,0,21r01a0439,0,nallurimanasa,0,,0,0%
882,21r01a0444,,0,p.varsha,0,0,varsha,0,varsha,0,varsha,0,0%
883,21r01a0463,,0,,0,0,,0,,0,,0,0%
884,21r01a0467,,0,,0,0,,0,,0,,0,0%
885,21r01a0477,,0,,0,0,,0,,0,,0,0%
